Global Company Key,Data Date,Data Year - Fiscal,Ticker Symbol,Company Name,Current Assets - Total,Accounts Payable - Trade,Assets - Total,Cash,Cost of Goods Sold,Common Shares Outstanding,Long-Term Debt - Total,Depreciation and Amortization,Dividends - Total,Inventories - Total,Current Liabilities - Total,Liabilities - Total,Net Income (Loss),"Property, Plant and Equipment - Total (Net)",Retained Earnings,Receivables - Total,Sales/Turnover (Net),Stockholders Equity - Parent,Interest and Related Expense - Total,"Selling, General and Administrative Expense",Price Close - Annual - Fiscal,Standard Industry Classification Code
164296,20181231,2018,DISCA,DISCOVERY INC,4231,325,32550,986,1077,530,15185,4244,160,0,3997,22033,589,800,4469,2620,10553,8386,729,2510,24.74,4841
164471,20181231,2018,QSR,RESTAURANT BRANDS INTL INC,1500,513,20141,913,2042,251.532,12049,218,452,75,1408,16523,612,1996,-126,452,5357,1611,550,1139,52.3,5812
164557,20190331,2018,ROLL,RBC BEARINGS INC,503.281,49.592,1147.367,29.884,405.871,24.854,43.179,29.658,0,335.001,90.129,178.801,105.193,207.895,634.427,132.63,702.516,968.566,5.173,117.707,127.17,3562
164652,20181231,2018,BKD,BROOKDALE SENIOR LIVING INC,774.016,95.049,6467.26,398.267,3765.551,192.356,4197.095,447.455,0,0,773.331,5448.847,-528.258,5275.427,-3069.272,133.905,4531.426,1018.903,280.269,240.355,6.7,8050
165653,20181231,2018,8550B,DELTA TUCKER HOLDINGS INC,583.848,107.221,718.299,203.797,1857.314,,474.66,27.538,0,1.051,339.386,824.599,84.497,22.058,-708.747,336.069,2148.275,-111.799,63.958,97.689,,4581
165678,20181231,2018,CPA,COPA HOLDINGS SA,1064.069,140.426,4087.25,156.158,2174.529,42.196,975.283,169.436,147.604,86.53,1047.152,2246.571,88.095,2701.322,1868.473,128.588,2677.627,1840.679,37.25,,78.71,4512
165914,20181231,2018,CMG,CHIPOTLE MEXICAN GRILL INC,814.794,113.071,2265.518,249.953,3953.993,27.697,,201.979,0,21.555,449.99,,176.553,1379.254,2567.381,62.312,4864.985,1441.339,,356.954,431.79,5812
166385,20181231,2018,PAC,GRUPO AEROPORTUARIO DEL PACI,398.977,59.546,2012.67,313.039,252.93,52.558,690.535,79.877,203.803,0,110.557,904.716,256.345,669.813,746.27,82.211,718.694,1053.851,47.129,20.939,81.55,4581
166562,20181231,2018,VG,VONAGE HOLDINGS CORP,127.754,53.262,1259.488,5.057,426.995,239.743,509.228,70.98,0,1.47,204.079,723.72,35.728,49.262,-605.215,75.342,1048.782,535.768,15.054,476.753,8.73,4899
170384,20181231,2018,GOGO,GOGO INC,585.526,23.86,1265.096,184.155,513.886,87.561,1025.094,133.617,0,193.045,299.687,1533.857,-162.031,511.867,-1232.228,144.731,893.764,-268.761,123.205,273.182,2.99,4899
170420,20181231,2018,CGIX,CANCER GENETICS INC,9.347,13.067,35.406,0.161,16.61,27.726,0.379,2.114,0,1.438,27.293,28.604,-20.373,4.056,-157.656,7.038,27.47,6.802,2.12,26.94,0.242,8071
170422,20181231,2018,GIGL,GIGGLES N' HUGS INC,0.104,0.621,0.614,0.058,1.921,168.424,0,0.232,0,0.024,1.851,2.616,-0.691,0.508,-12.629,0,2.432,-2.002,0.062,0.907,0.0066,5812
170527,20180930,2018,POST,POST HOLDINGS INC,2200.3,356,13057.5,989.7,4165.2,66.7,7232.1,395.9,10,484.2,792.1,9997,467.3,1709.7,48.6,462.3,6257.2,3050.4,291.7,890.8,98.04,2015
170535,20181231,2018,BRFH,BARFRESH FOOD GROUP INC,2.724,1.101,5.762,1.042,2.033,122.771,2.21,0.568,0,1.227,2.071,5.797,-7.323,2.5,-41.154,0.357,4.235,-0.035,0.765,7.814,0.63,2086
170692,20180930,2018,WCUI,WELLNESS CENTER USA INC,0.006,0.572,0.025,0.004,0.077,100.953,0,0.003,0,0,0.85,0.85,-3.409,0.003,-22.975,0,0.214,-0.424,0.459,2.227,0.102,8000
171049,20181231,2018,BLMN,BLOOMIN' BRANDS INC,335.483,174.488,2464.774,71.823,3456.101,91.272,1067.585,205.476,33.312,72.812,791.039,2409.957,107.098,1115.929,-1062.765,122.374,4126.413,45.73,44.937,319.583,17.89,5812
171059,20181231,2018,FET,FORUM ENERGY TECH INC,766.017,143.186,1829.652,47.241,733.339,109.211,517.544,74.508,0,488.182,236.93,799.526,-374.08,177.358,-51.542,206.917,1064.219,1030.126,32.532,286.98,4.13,3533
174222,20181231,2018,DNKN,DUNKIN' BRANDS GROUP INC,813.473,80.037,3456.581,517.594,135.514,82.561,3017.624,41.045,114.828,,539.581,4169.378,229.906,209.202,-1353.836,140.375,1321.617,-712.797,128.748,744.811,64.12,5812
174236,20181231,2018,SEM,SELECT MEDICAL HOLDINGS CORP,992.524,146.693,5964.265,175.178,4341.056,135.266,3249.516,201.655,0,0,705.186,4267.537,137.84,979.81,320.351,706.676,5081.258,803.042,198.493,118.373,15.35,8060
174428,20181231,2018,INFU,INFUSYSTEM HOLDINGS INC,17.537,7.091,64.073,4.318,21.861,19.577,28.842,11.308,0,2.254,14.79,43.632,-1.095,26.534,-62.728,9.593,67.138,20.441,1.42,32.784,3.44,8090
174490,20181231,2018,WINMQ,WINDSTREAM HOLDINGS INC,1256.2,503.6,10257.9,355.7,2896.6,42.9,72.8,1526.7,0,82.4,11457.7,12177.2,-723,4920.9,-3169.7,661.4,5713.1,-1919.3,895.8,860.8,2.09,4813
175004,20181231,2018,ORBC,ORBCOMM INC,161.284,15.527,586.459,53.766,146.628,78.978,247.205,49.684,0.018,34.3,57.216,328.601,-26.244,160.07,-192.888,57.665,276.14,256.832,21.055,87.643,8.26,4899
175007,20181231,2018,ALGT,ALLEGIANT TRAVEL CO,495.248,27.452,2498.668,81.52,1120.608,16.183,1119.446,129.351,45.247,19.516,513.996,1808.347,161.802,1847.268,1024.4,36.014,1667.447,690.321,56.116,174.029,100.22,4512
175269,20181231,2018,CELH,CELSIUS HOLDINGS INC,34.506,5.825,34.628,7.743,31.492,57.003,7.96,0.051,0.213,11.483,14.865,22.825,-11.207,0.122,-73.408,12.981,52.604,11.803,0.189,30.682,3.47,2086
175509,20181231,2018,TWER,TOWERSTREAM CORP,5.312,0.176,18.419,4.174,15.751,0.394,0.296,6.437,0,0,42.177,42.859,-10.21,10.079,-199.335,0.538,24.604,-24.44,6.93,6.033,2.1,4899
175523,20181231,2018,GSAT,GLOBALSTAR INC,122.501,6.995,1045.482,15.212,60.148,1446.784,367.279,82.379,0,14.274,159.68,686.537,-6.516,882.695,-1578.564,19.327,130.113,358.945,51.997,44.612,0.6397,4899
176021,20181231,2018,ALLT,ALLOT LTD,144.719,7.813,189.844,16.336,26.198,33.896,0,3.834,0,11.345,42.72,53.941,-10.415,6.249,-132.717,26.093,95.837,135.903,,75.107,6.07,3576
176152,20181231,2018,OMAB,GRUPO AEROPORTUARIO DEL CENT,201.497,22.551,793.378,150.574,136.748,49.181,231.196,17.9,81.355,0,62.324,360.218,145.125,135.886,333.218,41.181,402.379,424.776,16.567,37.442,38.02,4581
176247,20181231,2018,AIMC,ALTRA INDUSTRIAL MOTION CORP,703.907,175.79,4337.243,168.957,724.984,64.186,1690.898,60.026,25.941,231.172,337.11,2489.047,35.341,364.433,161.011,269.987,1175.342,1848.196,28.601,248.82,25.15,3560
176249,20181231,2018,TAST,CARROLS RESTAURANT GROUP INC,34.678,29.143,600.251,4.014,969.296,35.742,278.019,58.468,2.071,10.396,82.139,414.711,10.104,289.817,34.865,11.693,1179.307,185.54,23.638,118.612,9.84,5812
176346,20181231,2018,PFIE,PROFIRE ENERGY INC,31.851,1.178,49.363,10.101,22.318,47.932,0,0.896,0,9.66,4.107,4.107,6.081,8.02,19.788,7.058,45.615,45.256,0,14.427,1.45,3533
176378,20181231,2018,REED,REEDS INC,10.938,5.721,12.492,0.624,27.316,25.729,4.962,0.108,0.005,7.38,14.235,19.235,-10.325,0.896,-60.431,2.803,38.102,-6.743,2.201,17.716,2.07,2086
176567,20180630,2018,SMCI,SUPER MICRO COMPUTER INC,1530.878,527.158,1769.505,115.377,2908.652,49.582,,21.846,0,853.252,811.557,,46.165,196.631,532.436,544.396,3360.492,843.495,5.726,335.28,23.65,3570
176652,20181231,2018,CEL,CELLCOM ISRAEL LTD,788.552,77.062,1805.883,321.629,607.669,116.197,868.29,154.928,0,25.152,448.996,1357.155,-16.59,442.039,360.962,316.01,986.827,448.193,36.926,197.472,5.88,4812
177257,20181231,2018,INFN,INFINERA CORP,957.097,191.187,1801.27,202.954,542.926,175.452,460.467,100.494,0,311.888,502.867,1097.449,-214.295,342.82,-982.27,317.115,943.379,703.821,22.049,449.497,3.99,3576
177281,20180630,2018,CVAT,CAVITATION TECHNOLOGIES INC,0.979,0.307,1.079,0.945,0.122,196.998,0,0.051,0,0.034,1.624,1.624,-0.25,0.09,-23.383,0,1.303,-0.545,0,1.481,0.0448,3559
177701,20181231,2018,TLLYF,TRILOGY INTL PARTNERS INC,198.576,36.717,728.282,43.942,436.122,57.714,498.532,111.889,7.573,45.957,232.274,761.898,-20.205,394.841,-71.881,94.082,798.175,-71.595,48.475,225.233,1.2056,4812
178698,20181231,2018,AACH,AAC HOLDINGS INC,63.964,13.507,452.277,5.409,298.806,24.574,34.185,21.986,0,0,361.445,410.004,-59.404,166.921,-97.574,47.86,301.763,64.413,32.52,,1.4,8060
178741,20181231,2018,BCOM,B COMMUNICATIONS LTD,1344.043,236.27,5184.321,295.406,1596.369,29.889,2874.589,486.724,0,25.955,1848.428,4979.892,-275.338,2091.656,-222.625,537.295,2494.093,61.008,134.859,,5.9312,4813
178803,20181231,2018,ENSG,ENSIGN GROUP INC,348.072,44.236,1181.958,31.083,1763.206,52.584,233.135,47.344,9.615,0,269.227,579.618,92.364,618.874,344.901,276.099,2040.659,590.935,15.182,100.307,38.79,8051
179249,20181231,2018,BWEN,BROADWIND ENERGY INC,43.078,11.618,99.165,1.177,114.385,15.709,1.979,9.183,0,22.67,51.855,55.803,-24.146,49.087,-336.253,17.455,125.38,43.362,1.501,14.765,1.3,3510
179441,20181231,2018,BEAT,BIOTELEMETRY INC,146.66,18.157,586.801,80.889,126.023,33.406,193.541,40.168,0,7.323,49.623,276.316,42.82,48.377,-115.602,52.628,399.472,310.485,9.429,173.6,59.72,8090
179577,20181231,2018,CFX,COLFAX CORP,1958.441,640.667,6603.872,245.019,2480.173,117.275,1192.408,135.48,0,496.535,1199.345,3126.926,140.196,503.344,211.661,989.418,3666.812,3269.76,53.652,730.678,20.9,3540
179657,20180930,2018,HI,HILLENBRAND INC,610.6,196.8,1864.6,56,1103,62.3,344.6,53.6,52.7,172.5,531.7,1120.5,76.6,142,446.8,338.8,1770.1,731.1,23.3,373.7,52.3,3530
179738,20181231,2018,ERII,ENERGY RECOVERY INC,119.648,1.439,179.841,21.955,14.645,53.94,12.556,3.858,0,7.138,27.132,66.463,22.093,26.808,-14.599,15.542,74.515,113.378,0.001,45.134,6.73,3559
179846,20181231,2018,6179B,MHP S.E,1036.678,66.398,2670.665,211.768,1010.581,107.038,1205.805,134.953,80,677.601,319.323,1572.659,124.926,1498.53,667.536,115.089,1555.977,1081.47,143.538,89.714,,2015
180146,20181231,2018,TOMZ,TOMI ENVIRONMENTAL SOLUTINS,7.244,1.133,10.08,2.005,2.467,124.29,4.982,0.635,0,2.682,1.7,7.085,-3.23,1.589,-41.202,2.146,5.585,2.995,0.26,5.553,0.115,3559
180466,20181231,2018,JBT,JOHN BEAN TECHNOLOGIES,618.5,191.2,1442.5,43,1324.4,31.522,387.1,57.7,13.1,206.1,485.3,985.6,104.1,239.7,230,323.7,1919.7,456.9,13.9,346.8,71.81,3550
180474,20190331,2018,RXN,REXNORD CORP,982.9,191.7,3259.7,292.5,1208.1,104.842,1236.8,88.1,23.2,316.5,397,2028.7,34.3,383,-65.9,337.6,2050.9,1228.6,69.9,433.1,25.14,3560
180690,20180630,2018,RCON,RECON TECHNOLOGY LTD,15.233,1.322,18.402,6.849,12,18.38,1.351,0.169,0,1.021,3.927,5.278,-6.658,2.259,-20.205,5.374,12.797,11.483,0.136,6.809,1.38,3533
183283,20181231,2018,ADUS,ADDUS HOMECARE CORP,185.504,12.238,355.388,70.406,379.843,13.126,17.222,8.642,0,0,61.504,79.855,17.503,10.658,97.837,110.256,518.119,275.533,4.79,98.626,67.88,8082
183287,20181130,2018,TDNT,TRIDENT BRANDS INC,5.669,1.29,6.095,3.133,5.266,32.312,13.618,0.041,0,2.055,5.176,18.794,-8.374,0.032,-22.125,0.357,5.655,-12.528,2.175,6.152,0.36,2000
183337,20190331,2018,CO,GLOBAL CORD BLOOD CORP,767.038,5.001,976.089,744.679,22.578,121.551,0,7.658,2.29,4.114,88.75,466.099,43.377,81.255,196.453,16.048,147.026,509.181,0,59.924,7.02,8090
183377,20181231,2018,FTNT,FORTINET INC,2220.9,86.4,3078,1112.4,394.7,169.8,0,55.7,0,90,1256.4,2067.8,332.2,271.4,-58.3,444.5,1801.2,1010.2,0,1119.8,70.43,3577
183640,20181231,2018,IRDM,IRIDIUM COMMUNICATIONS INC,390.384,12.869,4014.271,273.352,142.873,112.2,1829.737,218.207,10.149,27.538,262.719,2412.694,-13.384,3370.855,492.915,71.21,523.008,1601.577,212.108,120.275,18.45,4899
184101,20180630,2018,TNAV,TELENAV INC,169.871,13.008,320.412,17.117,58.621,44.871,0,3.609,0,0,104.903,289.366,-89.118,6.987,-136.894,46.188,106.18,31.046,0,130.668,5.6,4899
184157,20180630,2018,MSGN,MSG NETWORKS INC,338.442,1.46,849.612,205.343,291.082,74.606,1118.017,9.338,0,0,111.216,1507.354,288.862,10.029,-466.707,122.757,696.651,-657.742,43.312,83.073,23.95,4841
184258,20181231,2018,PLOW,DOUGLAS DYNAMICS INC,199.095,18.703,676.193,27.82,361.564,22.701,242.946,19.085,24.383,86.2,79.068,393.437,43.905,55.195,130.716,81.485,524.067,282.756,16.943,70.037,35.89,3531
184526,20181231,2018,PRMW.1,PRIMO WATER CORP -OLD,43.449,25.191,320.128,7.301,215.502,38.567,178.966,24.562,0,9.965,44.624,225.635,-54.847,100.245,-330.181,21.497,302.112,94.493,14.553,35.226,14.01,2086
184767,20181231,2018,BORNY,CHINA NEW BORUN CORP -ADR,347.515,1.478,453.053,90.757,225.262,25.725,28.497,16.466,0,209.556,132.845,161.342,-5.702,87.517,223.621,46.373,262.275,291.711,9.07,8.209,0.6365,2085
185229,20181231,2018,BWXT,BWX TECHNOLOGIES INC,542.448,114.751,1655.096,29.871,1230.263,95.247,753.617,65.613,64.159,334.454,377.348,1419.395,226.958,439.239,1156.473,142.833,1799.889,235.662,29.082,226.815,38.23,3559
185571,20181231,2018,FRNFF,FERONIA INC,14.982,8.04,109.71,2.139,14.592,483.716,6.117,3.226,0,10.261,65.918,77.87,-4.484,94.728,,0.295,29.122,36.027,7.879,13.16,0.2317,2070
185624,20181231,2018,SAVE,SPIRIT AIRLINES INC,1345.466,35.82,5165.457,1004.733,2317.356,68.27,2024.774,176.727,0,,834.535,3236.953,155.749,3352.787,1624.288,47.66,3323.034,1928.504,83.777,379.536,57.92,4512
185921,20181231,2018,RNET,RIGNET INC,103.107,20.568,258.925,21.711,146.603,19.465,72.085,33.154,0,0,100.943,202.941,-62.453,63.585,-115.771,74.588,238.854,55.924,3.969,62.505,12.64,4899
186275,20181231,2018,AGRO,ADECOAGRO SA,660.834,94.483,2277.372,273.635,453.995,116.556,718.484,154.254,0,222.219,277.846,1169.227,-24.622,1480.439,-27.89,104.42,793.239,1063.636,67.365,135.861,6.96,2060
186288,20181231,2018,WIFI,BOINGO WIRELESS INC,199.993,21.543,602.9,149.412,98.431,42.669,156.581,82.547,0,0,171.191,472.778,-1.22,314.179,-131.225,42.766,250.821,127.911,1.871,72.84,20.57,4899
186779,20181231,2018,SRNA,SURNA INC,1.528,1.279,2.753,0.253,6.967,224.99,0,0.164,0,0.936,2.451,2.559,-4.744,0.52,-24.346,0.21,9.582,0.194,0.003,7.271,0.074,3585
186785,20181231,2018,ARCO,ARCOS DORADOS HOLDINGS INC,464.562,242.455,1578.039,197.282,2561.844,205.232,626.424,105.8,20.937,46.089,493.312,1185.28,36.847,856.192,-89.192,109.637,3081.571,392.383,52.868,229.324,7.9,5812
186858,20180930,2018,ARMK,ARAMARK,2901.425,1018.92,13720.102,215.025,14204.267,246.744,7213.077,382.1,104.416,724.802,2490.159,10680.451,567.885,1378.094,619.296,1797.933,15789.633,3029.558,333.826,285.352,43.02,5812
187165,20181231,2018,FENG,PHOENIX NEW MEDIA LTD  -ADR,293.78,38.494,673.282,25.302,82.014,72.769,0,4.721,0,0,156.047,180.342,-9.192,13.904,208.729,84.247,200.263,447.776,1.969,131.56,3.2,4899
187169,20181231,2018,PSIX,POWER SOLUTIONS INTL INC,216.029,85.218,289.882,0.054,432.073,18.638,54.712,10.204,0,105.614,220.631,308.46,-54.726,24.266,-135.16,106.359,496.038,-18.578,7.628,88.232,9.25,3510
187215,20181231,2018,ENT,GLOBAL EAGLE ENTERTAINMENT,191.829,96.105,717.087,39.154,469.858,91.782,686.938,100.345,0,34.649,212.191,943.422,-236.599,176.577,-1009.577,97.623,647.094,-226.335,76.218,185.657,2.23,4899
187348,20181231,2018,MOJO,MOJO ORGANICS INC,0.32,0.11,0.325,0.024,0.899,27.826,0,0,0,0.16,0.155,0.155,-0.423,0,-23.049,0.128,1.689,0.17,0,1.213,0.15,2086
187406,20181231,2018,AMCX,AMC NETWORKS INC,1963.411,107.066,5278.563,554.886,1445.949,56.233,3109.648,91.281,0,0,797.421,4633.797,446.187,246.262,1068.748,845.108,2971.929,316.68,154.993,650.157,54.88,4833
187548,20181231,2018,MEEC,MIDWEST ENERGY EMISSIONS CP,2.908,1.859,8.039,0.585,8.352,76.246,13.918,0.796,0,0.509,2.742,16.66,-4.817,2.397,-51.483,1.643,12.296,-8.621,1.975,5.895,0.24,3590
187677,20181231,2018,RNVA,RENNOVA HEALTH INC,5.122,8.156,14.199,0.007,11.51,128.567,0.032,1.264,0,0.453,44.066,44.448,-14.023,8.527,-415.047,4.443,14.549,-30.249,21.532,14.827,0.0013,8071
187696,20181231,2018,PRLB,PROTO LABS INC,215.362,17.411,618.985,85.046,180.163,26.985,0,26.754,0,10.087,52.734,77.488,76.588,228.001,282.968,64.912,445.596,541.497,,149.781,112.79,3559
187766,20181231,2018,ERA,ERA GROUP INC,115.872,13.161,764.863,50.753,151.523,21.765,160.217,39.541,0,20.673,28.804,298.125,13.922,599.194,18.395,42.639,221.676,463.436,15.228,45.126,8.74,4522
187775,20181231,2018,CHUY,CHUY'S HOLDINGS INC,17.73,6.463,277.084,8.199,333.86,16.856,0,19.7,0,1.541,26.643,83.233,5.539,210.96,94.192,4.254,398.2,193.851,0.083,41.372,17.74,5812
187833,20181231,2018,FRGI,FIESTA RESTAURANT GROUP INC,44.399,16.41,418.659,5.258,507.905,26.859,79.636,37.604,0,2.842,46.561,178.6,7.787,231.328,72.268,26.362,688.597,240.059,3.966,136.746,15.51,5812
189491,20181231,2018,XYL,XYLEM INC,2094,586,7222,296,2915,179.7,2051,261,151,595,1389,4440,549,656,1303,1127,5207,2768,82,1317,66.72,3561
192255,20181231,2018,ACHC,ACADIA HEALTHCARE CO INC,450.417,117.74,6172.504,50.51,2086.369,87.444,3159.375,158.832,0,5.055,416.377,3810.391,-175.75,3107.766,-209.554,352.061,3012.442,2333.307,185.41,354.498,25.71,8060
195356,20181231,2018,BICX,BIOCORRX INC,0.319,0.656,0.628,0.28,0.171,259.735,0,0.007,0,0,6.127,6.335,-6.512,0.044,-55.178,0.008,0.377,-5.635,1.959,4.575,0.0548,8093
201140,20181231,2018,ABEV,AMBEV SA,6542.881,3629.25,24313.684,2961.134,4060.369,15721.119,222.689,992.659,649.675,1395.337,6413.39,9448.633,2847.787,5191.25,-14323.272,1815.4,12975.232,14553.323,466.198,3782.661,3.92,2082
203480,20181231,2018,SKM,SK TELECOM CO LTD,7149.107,342.508,38058.478,1353.408,5805.417,646.893,9455.676,2950.19,634.253,258.746,6150.887,17983.041,2809.656,9627.869,19302.497,2780.692,15157.203,20184.641,276.053,5329.036,26.8,4812
203944,20181231,2018,OIBRQ,OI SA,5505.479,1349.891,17370.707,1132.773,2563.222,2422.132,4075.355,1523.943,0,82.014,2645.109,9828.194,7069.787,7353.766,-72.124,1843.763,6267.664,7479.617,361.553,2311.794,0.325,4813
205809,20181231,2018,ZNH,CHINA SOUTHERN AIRLINES,3499.939,335.716,35905.051,1007.294,16747.422,245.343,11390.503,2071.873,146.703,247.025,12167.638,24496.082,420.917,30433.851,3974.798,1499.891,20882.009,9488.015,623.307,1571.134,30.36,4512
205942,20181231,2018,BRFS,BRF SA,4915.866,1663.054,10947.779,1257.854,6144.684,811.416,4619.026,451.319,0,1001.543,3742.556,9002.248,-1148.977,3037.285,-1434.787,980.083,7817.188,1799.031,336.159,1290.39,5.68,2000
206059,20190331,2018,NPSNY,NASPERS LTD,10552,287,33685,2284,2103,2161.001,3245,146,196,209,1581,5554,6901,191,21356,599,3291,27999,205,1571,46.212,4888
206468,20181231,2018,ROSYY,ROSTELECOM PJSC,1262.513,366.159,9313.696,145.156,1346.842,357.228,2753.733,738.41,248.666,246.852,1976.73,5699.87,203.823,5691.273,4376.139,677.626,4611.573,3557.232,265.457,2311.151,6.32,4813
206956,20181231,2018,PCCWY,PCCW LTD,2741.889,249.251,12031.851,862.802,2635.777,771.28,6662.613,838.796,296.624,163.443,1863.253,9527.977,114.538,4038.07,519.571,974.021,4960.759,2182.862,256.402,817.344,5.76,4813
210216,20180630,2018,TLSYY,TELSTRA CORP LTD,5234.362,1174.532,31707.94,465.227,13758.598,2378.66,11328.174,3306.146,2329.835,592.444,6520.578,20603.135,2635.302,16351.741,7839.34,3715.902,19238.517,11114.421,579.87,,9.679,4812
212782,20181231,2018,FMS,FRESENIUS MEDICAL CARE AG&CO,8983.881,910.253,30044.709,2456.529,12212.945,613.757,5776.598,829.876,371.906,1679.339,7176.541,15273.288,2269.1,4391.839,8733.485,3927.571,18944.475,13462.176,520.007,3271.402,32.39,8090
214526,20181231,2018,MYTAY,MAGYAR TELEKOM,833.061,625.659,4125.553,25.71,1690.962,206.781,451.389,412.303,93.032,68.229,1216.4,1930.965,154.595,1581.516,1616.48,687.624,2345.092,2071.674,48.372,,7.84,4812
215422,20181231,2018,MHGVY,MOWI ASA,2961.965,320.686,5890.613,107.506,2485.459,516.04,1308.046,175.627,609.543,2112.221,800.398,2594.453,648.699,1392.196,1392.424,707.547,4364.235,3294.099,57.245,673.314,21.099,2090
216019,20181231,2018,AIIXY,AIXTRON SE,445.095,31.845,616.941,270.433,164.335,111.84,0,9.629,0,84.18,122.954,125.043,52.507,72.256,-66.024,51.069,313.941,490.687,0.01,90.224,19.223,3559
220487,20181231,2018,LTM,LATAM AIRLINES GROUP SA,3306.362,1055.014,17566.777,1081.642,7198.92,606.408,5864.57,829.519,54.58,279.344,5568.752,13820.001,181.935,9953.365,482.875,1214.47,10368.214,3666.836,371.667,1634.655,10.3,4512
220579,20181231,2018,TLSNY,TELIA COMPANY AB,5352.754,1254.078,27972.499,2111.395,4554.623,2115.403,9788.439,1530.66,1111.847,208.619,4382.012,16450.744,357.713,8801.606,7415.989,2107.682,9409.347,10953.51,290.086,1861.368,9.47,4813
220940,20181231,2018,ORAN,ORANGE,25062.953,7712.03,110587.948,6450.353,34044.675,2652.843,30624.866,8068.093,2129.51,1104.826,34685.817,72521.248,2237.13,31705.649,3629.326,10968.119,48247.129,35112.864,1535.308,281.645,16.19,4813
221261,20181231,2018,CCHGY,COCA-COLA HBC AG,2791.489,957.478,7847.472,815.511,4555.548,367.349,1680.71,349.881,227.606,530.317,2311.09,4279.513,512.227,2738.138,-3866.09,1031.552,7621.698,3561.891,54.726,1946.669,30.991,2086
221545,20181231,2018,IBA,INDUSTRIAS BACHOCO SAB DE CV,1515.208,203.352,2690.256,910.78,2554.377,42.756,78.613,62.436,43.357,338.365,462.32,748.057,170.475,916.92,1829.206,177.42,3106.855,1938.665,16.904,306.574,39.56,2015
221612,20181231,2018,TELNY,TELENOR ASA,5107.277,945.442,22069.38,2133.647,7489.573,1458.108,6452.864,2319.643,2120.955,196.496,7783.22,15786.243,1699.695,8464.552,4687.748,2196.3,12733.808,5705.187,286.725,,19.344,4812
221616,20181231,2018,DTEGY,DEUTSCHE TELEKOM,25038.91,12248.115,166439.487,4212.078,61002.432,4742.485,58356.575,15014.187,3529.719,2049.367,33366.895,116708.57,2479.848,57967.31,-41077.781,17092.176,86618.372,35385.35,2397.416,,16.941,4813
222519,20181231,2018,GMKKY,GRUMA SAB DE CV,1275.339,303.706,3146.58,174.839,2265.192,423.431,873.471,117.674,94.254,565.675,802.619,1818.313,252.906,1534.527,1061.787,508.587,3767.669,1328.856,68.537,903.816,11.266,2040
222638,20181231,2018,TSU,TIM PARTICIPACOES SA,1549.374,1116.769,8255.032,277.82,1183.437,484.05,697.259,1021.439,1.786,47.286,1827.639,3141.834,657.424,2894.004,2558.695,912.006,4477.304,5113.198,108.942,1616.274,15.34,4812
222648,20181231,2018,VIV,TELEFONICA BRASIL SA,4743.339,1974.204,26492.582,873.43,3755.271,1688.694,1087.377,2161.697,637.685,119.353,4432.806,7995.793,2306.256,8812.32,2098.361,2145.102,11226.847,18496.789,249.435,3500.353,11.93,4813
223911,20190331,2018,DCMYY,NTT DOCOMO INC,26377.838,3166.838,66246.005,1985.093,11648.096,3335.231,487.847,4249.916,3410.134,1609.46,14679.952,17565.816,5989.033,23678.821,38382.733,19205.906,43687.056,48479.201,13.6,17724.434,22.148,4812
239356,20181231,2018,PRISY,PROMOTORA DE INFORMACIONES,970.247,310.246,1901.357,337.851,1202.722,556.784,1316.244,74.962,0,172.13,653.917,2171.334,-308.375,100.395,-1183.843,428.62,1465.799,-355.443,117.139,,2.012,4888
241159,20181231,2018,CHT,CHUNGHWA TELECOM LTD,2995.33,746.215,15265.014,903.116,3518.326,775.745,52.27,1040.429,1215.426,573.098,2005.428,2636.238,1159.788,9438.423,4176.718,1142.388,7039.533,12301.766,0.575,1058.609,35.79,4813
241637,20181231,2018,BUD,ANHEUSER-BUSCH INBEV,18282,15512,232103,7074,16333,1956.74,105584,4027,6314,4234,34459,160199,4368,25910,48190,6503,54619,64486,4783,17212,65.81,2082
244641,20181231,2018,ITRN,ITURAN LOCATION & CONTROL,188.906,23.987,373.792,51.398,111.399,21.341,62.622,14.608,15.366,28.367,104.692,213.592,60.675,50.46,98.176,54.261,253.335,153.693,0.528,65.256,32.06,4899
252614,20181231,2018,OTIVF,ON TRACK INNOVATIONS,16.022,4.712,22.122,4.827,9.382,41.294,0.039,1.328,0,3.527,8.594,9.931,-0.263,5.033,-211.899,5.432,21.878,12.191,,13.096,0.59,3577
254338,20181231,2018,CHA,CHINA TELECOM CORP LTD,10614.533,15686.188,96452.161,2423.146,31149.194,809.324,6537.96,10868.101,1100.346,702.547,37645.57,46422.025,3083.819,68980.869,36550.894,5570.503,54831.793,49880.38,476.603,8639.638,50.73,4813
260324,20181231,2018,MXMTY,MAXCOM TELECOMUNICACIONES SA,36.366,10.967,167.232,23.569,30.397,144.471,109.82,12.064,,0.095,15.172,129.513,-14.256,112.802,-45.995,10.956,66.931,34.583,9.103,23.23,0.284,4813
261215,20181231,2018,MCCC2,MEDIACOM BROADBAND LLC,94.563,52.341,2331.732,29.964,456.527,,1190.557,152.695,18,0,209.029,1407.823,197.686,850.638,674.551,40.252,1100.676,923.909,57.947,221.594,,4899
279170,20181231,2018,KPFSY,PEPPER FOOD SERVICE CO LTD,114.428,65.109,248.391,61.366,212.823,102.991,26.717,9.689,5.661,5.871,160.583,212.099,2.92,90.62,13.187,43.003,447.39,36.292,0.8,213.854,5.56,5812
